Site Block,SiteID LookUp,Description,Ramp/Mainline,SH,RS,RP,Direction,Number of Lane(s),Normal Total Capacity,Mon_Thu,Fri,Sat,Sun,Seasonal,Normal Capacity per Lane,TMP Capacity,Ramp reroute,Detour Plan Ref,DataSource
SH16 Alten St to Waterview WB,01610001,SH16 Alten Rd to Grafton Rd Off Ramp WB,Mainline,16,0,1.3,WB,2,3600,2667.35004,2617.905986,2093.963324,1878.226825,0,1800,1400,,#N/A,Website Mar-19
SH16 Grafton Rd On Ramp to Alten Rd EB,01620001,SH16 Grafton Rd On Ramp to Alten Rd EB,Mainline,16,0,1.3,EB,3,5400,2104.75,2158.8,1464.2,1308.8,0,1800,1400,01640002,SH16_116,Website Mar-19
SH16 Southern SH1 On Ramp to Grafton Rd On Ramp EB,01629001,SH16 Southern SH1 On Ramp to Grafton Rd On Ramp EB,Mainline,16,0,1.55,EB,2,3600,2058.682914,2384.321088,1598.72087,1313.451308,0,1800,1400,01640002,SH16_116,Any2018-scaled
SH16 Grafton Rd Off Ramp to Southern SH1 Off Ramp WB,01619001,SH16 Grafton Rd Off Ramp to Southern SH1 Off Ramp WB,Mainline,16,0,1.56,WB,2,3600,2404.358558,2644.07348,2070.061794,1536.330598,0,1800,1400,01660002,#N/A,Any2018-scaled
SH16 Southern SH1 Off Ramp to Wellesley St On Ramp WB,01610002,SH16 Southern SH1 Off Ramp to Wellesley St On Ramp WB,Mainline,16,0,2,WB,2,3600,2404.358558,2644.07348,2070.061794,1536.330598,0,1800,1400,01660001,NA,Website Mar-18
SH16 Wellesley St to Quay St (Port) EB,01620002,SH16 Wellesley St Off Ramp to Southern SH1 On Ramp EB,Mainline,16,0,2.01,EB,2,3600,1745.187508,0,1005.018544,871.1842632,0,1800,1400,01640002,SH16_116,Any2018-scaled
SH16 Northern SH1 On Ramp to Wellesley St Off Ramp EB,01629002,SH16 Northern SH1 On Ramp to Wellesley St Off Ramp EB,Mainline,16,0,2.4,EB,2,3600,3091.212033,1298.073656,1613.598099,1380.212075,0,1800,1400,01640002,SH16_116,Any2018-scaled
SH16 Wellesley St On Ramp to Northern SH1 Off Ramp WB,01619002,SH16 Wellesley St On Ramp to Northern SH1 Off Ramp WB,Mainline,16,0,2.5,WB,1,3600,3553.344623,3592.84403,2659.006791,2087.476003,0,3600,1400,01660001,NA,Website Year2014
SH16 Northern SH1 Off Ramp to Southern SH1 On Ramp WB,01610003,SH16 Northern SH1 Off Ramp to Southern SH1 On Ramp WB,Mainline,16,0,3,WB,1,1900,1730.03193,1802.370833,1148.868431,905.5625792,0,1900,1400,01660001,NA,Any2018-scaled
SH16 Southern SH1 On Ramp to Northern SH1 & Hobson St On Ramp WB,01610004,SH16 Southern SH1 On Ramp to Northern SH1 & Hobson St On Ramp WB,Mainline,16,0,3.4,WB,2,3600,3232.86817,3546.435033,3087.412585,2476.60486,0,1800,1400,,#N/A,Website Year2014
SH16 Northern SH1 & Nelson St Off Ramp to Southern SH1 Off Ramp EB,01620004,SH16 Northern SH1 & Nelson St Off Ramp to Southern SH1 Off Ramp EB,Mainline,16,0,3.5,EB,3,5400,3742.886813,3751.571917,2637.275989,2314.953432,0,1800,1400,01640003,#N/A,Website Year2014
SH16 Northern SH1 & Hobson On Ramp to Newton Rd On Ramp WB,01619004,SH16 Northern SH1 & Hobson On Ramp to Newton Rd On Ramp WB,Mainline,16,0,3.8,WB,2,6400,6108.6113,6330.885356,5364.785828,4373.682664,0,3200,1400,,#N/A,Website Year2014
SH16 Newton Rd On Ramp to St Lukes Rd Off Ramp WB,01610005,SH16 Newton Rd On Ramp to St Lukes Rd Off Ramp WB,Mainline,16,0,5,WB,4,7200,7154.974356,6330.885356,6122.953596,4947.480544,0,1800,1400,01660006,SH16_126,Website Year2014
SH16 St Lukes Rd On Ramp to Newton Rd Off Ramp EB,01620005,SH16 St Lukes Rd On Ramp to Newton Rd Off Ramp EB,Mainline,16,0,5,EB,4,7600,7341,6283.2,5233.6,5041.333332,0,1900,1400,01640006,SH16_155,Website Mar-18
SH16 St Lukes Rd Interchange WB,01610006,SH16 St Lukes Rd Interchange WB,Mainline,16,0,6.06,WB,4,7200,6005.403396,5019.317528,4706.272232,3762.29972,0,1800,1400,01660006,SH16_126,Website Year2014
SH16 St Lukes Rd Interchange EB,01620006,SH16 St Lukes Rd Interchange EB,Mainline,16,0,6.06,EB,4,7200,6785.05,5763.2,3972,3770.666667,0,1800,1400,01640006,SH16_155,Website Mar-18
SH16 St Lukes Rd On Ramp to Great Nth Rd Off Ramp WB,01610007,SH16 St Lukes Rd On Ramp to Great Nth Rd Off Ramp WB,Mainline,16,0,7,WB,4,7200,5379,4696.8,3796.2,3682,0,1800,1400,01660006,SH16_126,Website Mar-18
SH16 Great North Rd (Waterview) to CMJ EB,01620007,SH16 Great Nth Rd On Ramp to St Lukes Rd Off Ramp EB,Mainline,16,0,7,EB,4,7200,6056.5,6104,3606.4,3440,0,1800,1400,01640008,SH16_154,Website Mar-19
SH16 Waterview to Lincoln Rd WB,01619008,SH16 Great Nth Rd On Ramp to Rosebank Rd Off Ramp WB,Mainline,16,0,9.2,WB,5,9000,4599.75,4420.8,3061.6,3024,0,1800,1400,01660008,SH16_127,Website Mar-19
SH16 Rosebank Rd On Ramp to Great Nth Rd Off Ramp EB,01629008,SH16 Rosebank Rd On Ramp to Great Nth Rd Off Ramp EB,Mainline,16,0,9.2,EB,4,7200,5174.5,5241.6,3002.4,2935.2,0,1800,1400,01640010,SH16_152,Website Mar-19
SH16 Patiki Rd Off Ramp to Rosebank Rd On Ramp EB,01620009,SH16 Patiki Rd Off Ramp to Rosebank Rd On Ramp EB,Mainline,16,7,1.82,EB,4,7200,6547.781196,6176.542564,4838.08868,3730.740377,0,1800,1400,01640010,SH16_152,Any2018-scaled
SH16 Rosebank Rd Off Ramp to Patiki Rd On Ramp WB,01610009,SH16 Rosebank Rd Off Ramp to Patiki Rd On Ramp WB,Mainline,16,7,2.57,WB,4,7200,5462.804984,5614.858568,4982.381512,3902.418446,0,1800,1400,01660009,SH16_128,Any2018-scaled
SH16 Patiki Rd On Ramp to Te Atatu Rd Off Ramp WB,01610010,SH16 Patiki Rd On Ramp to Te Atatu Rd Off Ramp WB,Mainline,16,7,3.2,WB,4,7200,5868.5,6040,4651.2,4480,0,1800,1400,01660009,SH16_128,Website Mar-19
SH16 Te Atatu Peninsula On Ramp to Patiki Rd Off Ramp EB,01620010,SH16 Te Atatu Peninsula On Ramp to Patiki Rd Off Ramp EB,Mainline,16,7,3.2,EB,4,8800,7148.088992,8524.931384,4454.111612,3607.430757,0,2200,1400,01640011,SH16_151,Website Mar-19
SH16 Te Atatu Rd Interchange WB,01610011,SH16 Te Atatu Rd Interchange WB,Mainline,16,7,4.02,WB,3,5400,4037.529748,3761.143789,3677.585438,2851.315961,0,1800,1400,01660011,SH16_130,Any2018-scaled
SH16 Te Atatu Peninsula On Ramp to Te Atatu Sth On Ramp EB,01620011,SH16 Te Atatu Peninsula On Ramp to Te Atatu Sth On Ramp EB,Mainline,16,7,4.02,EB,4,7600,6030.329468,7456.931384,3913.311612,3051.430757,0,1900,1400,01640011,SH16_151,Any2018-scaled
SH16 Te Atatu Rd On Ramp to Lincoln Rd Off Ramp WB,01610012,SH16 Te Atatu Rd On Ramp to Lincoln Rd Off Ramp WB,Mainline,16,7,5.2,WB,3,5400,4275.666668,4406.666668,3770.666667,3761.333333,0,1800,1400,01660011,SH16_130,Website Mar-19
SH16 Lincoln Rd Off Ramp to Te Atatu Rd On Ramp EB,01620012,SH16 Lincoln Rd Off Ramp to Te Atatu Rd On Ramp EB,Mainline,16,7,5.2,EB,3,5400,4632.75,4953,3556.8,3321.066667,0,1800,1400,01640013,SH16_150,Website Mar-19
SH16 Lincoln Rd to Whenuapai West WB,01610013,SH16 Lincoln Rd Interchange WB,Mainline,16,7,5.86,WB,2,3600,2690.819961,2633.643589,2905.369882,2411.321663,0,1800,1400,01660013,SH16_131,Any2018-scaled
SH16 Lincoln Rd to Great North Rd (Waterview) EB,01620013,SH16 Lincoln Rd Interchange EB,Mainline,16,7,6.14,EB,3,5400,2036.488858,0,2277.986577,2177.071356,0,1800,1400,01640013,SH16_150,Any2018-scaled
SH16 Lincoln Rd On Ramp to Royal Rd Off Ramp WB,01610014,SH16 Lincoln Rd On Ramp to Royal Rd Off Ramp WB,Mainline,16,7,7.3,WB,2,3800,3590.069961,3410.619425,3779.769882,3265.98833,0,1900,1400,01660013,SH16_131,Website Mar-18
SH16 Royal Rd On Ramp to Lincoln Rd Off Ramp EB,01620014,SH16 Royal Rd On Ramp to Lincoln Rd Off Ramp EB,Mainline,16,7,7.3,EB,2,4200,4058.25654,4020.2479,3438.907816,2944.070155,0,2100,1400,01860012,NA,Website Mar-19
SH16 Royal Rd to Hobsonville Rd WB,01610016,SH16 Royal Rd to Hobsonville Rd WB,Mainline,16,7,9.18,WB,2,3600,3097.431414,3457.054522,3255.339308,2643.284042,0,1800,1400,01660015,SH16_132,Any2018-scaled
SH18 Constellation Dr to Albany Hwy WB,01819001,SH18 West of Unsworth Dr WB,Mainline,18,0,1.65,WB,1,2400,2104.851189,2374.67277,1771.125024,1323.742648,0,2400,1400,01860002,SH18_142,Any2018-scaled
SH18 West of Paul Mathews Rd EB,01820001,SH18 West of Paul Mathews Rd EB,Mainline,18,0,1.65,EB,2,3600,1943.852563,2254.767372,1947.357887,1504.462776,0,1800,1400,01840002,SH18_113,Any2018-scaled
SH18 Albany Hwy to Squadron Dr WB,01810002,SH18 Albany Hwy Interchange WB,Mainline,18,0,2.4,WB,2,3600,1815.968334,2105.351308,1507.489147,1117.720124,0,1800,1400,01860002,SH18_142,Any2018-scaled
SH18 Albany Hwy to Constellation Dr EB,01820002,SH18 Albany Hwy Interchange EB,Mainline,18,0,2.4,EB,2,3600,1737.573626,2006.203833,1534.141628,1158.778782,0,1800,1400,01840002,SH18_113,Any2018-scaled
SH18 Albany Hwy On Ramp to Greenhithe Rd Off Ramp WB,01810003,SH18 Albany Hwy On Ramp to Greenhithe Rd Off Ramp WB,Mainline,18,0,3.5,WB,2,4000,3851.004932,3869.849754,2636.11709,2047.406577,0,2000,1400,01860004,NA,Any2018-scaled
SH18 Greenhithe Rd On Ramp to Albany Hwy Off Ramp EB,01820003,SH18 Greenhithe Rd On Ramp to Albany Hwy Off Ramp EB,Mainline,18,0,3.5,EB,2,3800,3396.713096,3647.555083,1534.141628,1158.778782,0,1900,1400,01840002,SH18_113,Any2018-scaled
SH18 Greenhithe Rd Off Ramp to Tauhinu Rd On Ramp WB,01810005,SH18 Greenhithe Rd Off Ramp to Tauhinu Rd On Ramp WB,Mainline,18,0,4.6,WB,2,3600,3427.299359,3413.282757,2337.437543,1772.17309,0,1800,1400,01860004,NA,Any2018-scaled
SH18 Tauhinu Rd Off Ramp to Greenhithe Rd On Ramp EB,01820005,SH18 Tauhinu Rd Off Ramp to Greenhithe Rd On Ramp EB,Mainline,18,0,4.6,EB,2,3800,2937.729495,3647.555083,1130.865536,793.9074344,0,1900,1400,01840006,SH18_143,Any2018-scaled
SH18 Upper Harbour Bridge EB,01820007,SH18 Upper Harbour Bridge EB,Mainline,18,7,0.76,EB,2,4000,3723.238853,3964.955384,2483.573075,1806.774024,0,2000,1400,01840006,SH18_143,Any2018-scaled
SH18 Upper Harbour Bridge WB,01810007,SH18 Upper Harbour Bridge WB,Mainline,18,7,0.78,WB,2,4200,3708.881098,4169.156124,2693.412309,1838.525965,0,2100,1400,01860008,SH18_144,Any2018-scaled
SH18 Squadron Dr to Westgate WB,01810009,SH18 Squadron Dr Off Ramp to Brigham Creek Rd Off Ramp WB,Mainline,18,7,2.2,WB,2,3600,3295.25,2804.8,1777.6,1604,0,1800,1400,01860008,SH18_144,Website Mar-18
SH18 Brigham Creek Rd On Ramp to Squadron Dr On Ramp EB,01820009,SH18 Brigham Creek Rd On Ramp to Squadron Dr On Ramp EB,Mainline,18,7,2.2,EB,2,3600,3441.15,2845.6,1580,1493.333333,0,1800,1400,01840010,SH18_145,Website Mar-18
SH18 Brigham Creek Rd Interchange WB,01810010,SH18 Brigham Creek Rd Interchange WB,Mainline,18,7,3.5,WB,2,3600,2699.333333,2300,1372,1224,0,1800,1400,01860010,SH18_146,Website Mar-18
SH18 Squadron Dr to Albany Hwy EB,01820010,SH18 Brigham Creek Rd Interchange EB,Mainline,18,7,3.5,EB,2,3600,2767.166667,2270.4,1217.6,1088,0,1800,1400,01840010,SH18_145,Website Mar-18
SH18 Brigham Creek Rd On Ramp to Trig Rd Off Ramp WB,01810011,SH18 Brigham Creek Rd On Ramp to Trig Rd Off Ramp WB,Mainline,18,7,4.5,WB,2,3600,3121.166667,2516,1709.6,1489.333333,0,1800,1400,01860012,NA,Website Mar-18
SH18 Trig Rd On Ramp to Brigham Creek Rd Off Ramp EB,01820011,SH18 Trig Rd On Ramp to Brigham Creek Rd Off Ramp EB,Mainline,18,7,4.5,EB,2,3600,3206.65,2655.2,1539.2,1444,0,1800,1400,01840010,SH18_145,Website Mar-18
SH18 Trig Rd Off Ramp to Hobsonville Rd Off Ramp WB,01810012,SH18 Trig Rd Off Ramp to Hobsonville Rd Off Ramp WB,Mainline,18,7,5.3,WB,2,3600,2792.45,2341.6,1526.4,1337.333333,0,1800,1400,01860013,SH18_147,Website Mar-18
SH18 Hobsonville Rd On Ramp to Trig Rd On Ramp EB,01820012,SH18 Hobsonville Rd On Ramp to Trig Rd On Ramp EB,Mainline,18,7,5.3,EB,2,3600,2821.55,2349.6,1404,1308,0,1800,1400,01669017,SH16_163,Website Mar-18
SH18 Northwestern Off Ramp WB,01810014,SH18 Northwestern Off Ramp WB,Mainline,18,7,5.32,WB,2,3600,1985.425595,2026.216289,1256.112298,838.646264,0,1800,1400,01860013,SH18_147,Any2018-scaled
SH18 Westgate to Squadron Dr EB,01820014,SH18 Northwestern On Ramp EB,Mainline,18,7,5.32,EB,2,3600,1406.256818,1497.850622,1533.84696,1191.763804,0,1800,1400,01669017,SH16_163,Any2018-scaled
SH20 Southern Link to SH1N Off Ramp SB,02020000,SH20 Southern Link to SH1N Off Ramp SB,Mainline,20,0,0.01,SB,2,3600,1885.885863,1978.645602,2136.192857,1724.197777,0,1800,1400,02040001,SH20_139,Any2018-scaled
SH20 Southern Off Ramp SB,02040000,SH20 Southern Off Ramp SB,Mainline,20,0,0.03,SB,1,1800,982.0691436,862.2687424,624.6574152,380.6168787,0,1800,1400,02040001,SH20_139,Any2018-scaled
SH20 Southern Link to SH1N / Redoubt Rd On Ramp NB,02010000,SH20 Southern Link to SH1N / Redoubt Rd On Ramp NB,Mainline,20,0,0.03,NB,2,3600,2063.691393,2377.22065,1965.039921,1623.379162,0,1800,1400,01N60449,#N/A,Any2018-scaled
SH20 Manukau/SH1 to Puhinui Rd NB,02019000,SH20 SH1N / Redoubt Rd On Ramp to Lambie Dr Off Ramp NB,Mainline,20,0,0.4,NB,3,5400,3547.330558,3928.373827,3169.304516,2492.642523,0,1800,1400,02060001,SH20_96,Any2018-scaled
SH20 Lambie Dr On Ramp to SH1N Off Ramp SB,02029000,SH20 Lambie Dr On Ramp to SH1N Off Ramp SB,Mainline,20,0,0.6,SB,3,5400,2604.511644,2712.88797,2735.971858,2077.202828,0,1800,1400,02040001,SH20_139,Any2018-scaled
SH20 Lambie Dr Interchange NB,02010001,SH20 Lambie Dr Interchange NB,Mainline,20,0,0.77,NB,2,3600,3003.540016,3436.173297,2689.803102,2085.615938,0,1800,1400,02060001,SH20_96,Any2018-scaled
SH20 Lambie Dr Interchange SB,02020001,SH20 Lambie Dr Interchange SB,Mainline,20,0,1.2,SB,2,3600,1973.920704,2132.95517,2126.259729,1670.067175,0,1800,1400,02040001,SH20_139,Any2018-scaled
SH20 Lambie Dr On Ramp to Cavendish Dr Off Ramp NB,02010002,SH20 Lambie Dr On Ramp to Cavendish Dr Off Ramp NB,Mainline,20,0,1.66,NB,2,4200,3633.370022,4130.441312,3365.306672,2553.794333,0,2100,1400,02060001,SH20_96,Any2018-scaled
SH20 Cavendish Dr On Ramp to Lambie Dr Off Ramp SB,02020002,SH20 Cavendish Dr On Ramp to Lambie Dr Off Ramp SB,Mainline,20,0,1.67,SB,2,3600,3228.544798,3587.802526,3578.672774,2642.211774,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20 Cavendish Dr Interchange NB,02010003,SH20 Cavendish Dr Interchange NB,Mainline,20,0,3.1,NB,2,3600,2593.945406,3149.595605,2512.423712,1952.144416,0,1800,1400,02060003,SH20_94,Any2018-scaled
SH20 Puhinui Rd On Ramp to Cavendish Dr On Ramp SB,02020003,SH20 Puhinui Rd On Ramp to Cavendish Dr On Ramp SB,Mainline,20,0,3.1,SB,2,3600,2833.253848,3229.972843,3578.672774,2448.401907,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20 Cavendish Dr On Ramp to Puhinui Rd On Ramp NB,02010004,SH20 Cavendish Dr On Ramp to Puhinui Rd On Ramp NB,Mainline,20,0,3.9,NB,2,4200,3566.968446,4035.502564,3405.638257,2555.476918,0,2100,1400,02060003,SH20_94,Any2018-scaled
SH20 Puhinui Rd to Manukau/SH1 SB,02020004,SH20 Puhinui Rd Interchange SB,Mainline,20,0,4,SB,2,3600,2262.680038,2671.190531,3070.613983,1853.544962,0,1800,1400,02040004,SH20_93,Any2018-scaled
SH20 Puhinui Rd to Massey Rd NB,02010006,SH20 Puhinui Rd to Massey Rd NB,Mainline,20,0,5.31,NB,2,4400,3780.162054,4242.116184,3821.86312,2728.991638,0,2200,1400,02060003,SH20_94,Any2018-scaled
SH20 Massey Rd to Puhinui Rd SB,02020006,SH20 Massey Rd to Puhinui Rd SB,Mainline,20,0,5.31,SB,2,4000,3511.429874,3879.07,3929.83467,2744.830588,0,2000,1400,02040007,NA,Any2018-scaled
SH20 Massey Rd to Rimu Rd/Mahunga Dr NB,02010007,SH20 Massey Rd Interchange NB,Mainline,20,0,7.47,NB,2,3600,2954.235194,3162.585555,2552.957856,1951.373842,0,1800,1400,02060007,SH20_85,Any2018-scaled
SH20 Massey Rd to Puhinui Rd SB,02020007,SH20 Massey Rd Interchange SB,Mainline,20,0,7.47,SB,2,3600,2551.895305,2715.711756,2574.764928,1849.76132,0,1800,1400,02040007,NA,Any2018-scaled
SH20 Massey Rd On Ramp to 20A Off Ramp NB,02010008,SH20 Massey Rd On Ramp to 20A Off Ramp NB,Mainline,20,0,8,NB,2,4000,3687.564518,3956.663234,3112.269115,2363.501096,0,2000,1400,02060007,SH20_85,Continuous Year2014
SH20 20A Off Ramp to Massey Rd Off Ramp SB,02020008,SH20 20A Off Ramp to Massey Rd Off Ramp SB,Mainline,20,0,8.4,SB,2,3600,3083.884935,3229.941883,3120.3651,2230.963458,0,1800,1400,02040011,NA,Continuous Year2014
SH20 20A On Ramp to Coronation Rd Off Ramp NB,02010010,SH20 20A On Ramp to Coronation Rd Off Ramp NB,Mainline,20,10,0.24,NB,3,5700,5004.9758,5620.274332,4417.73538,3581.890396,0,1900,1400,02060009,SH20_86,Continuous Year2014
SH20 Walmsley Rd On Ramp to 20A Off Ramp SB,02020010,SH20 Walmsley Rd On Ramp to 20A Off Ramp SB,Mainline,20,0,9.45,SB,2,5600,5357.056416,5494.000208,4729.198388,3570.712374,0,2800,1400,02040011,NA,Continuous Year2014
SH20 Coronation Rd/Walmsley Rd Interchange SB,02020011,SH20 Coronation Rd/Walmsley Rd Interchange SB,Mainline,20,10,0.57,SB,3,5400,4921.668416,5049.790864,4285.3219,3215.600564,0,1800,1400,02040011,NA,Website Year2014
SH20 Rimu Rd/Mahunga Dr to Neilson St NB,02010011,SH20 Coronation Rd/Walmsley Rd Interchange NB,Mainline,20,10,0.76,NB,3,5400,4721.05862,5347.189396,4043.668748,3306.806059,0,1800,1400,02060011,SH20_87,Website Year2014
SH20 Coronation Rd On Ramp to Rimu Rd On Ramp NB,02010012,SH20 Coronation Rd On Ramp to Rimu Rd On Ramp NB,Mainline,20,10,1.52,NB,3,5400,5019.527384,5318.48926,4420.686748,3556.46217,0,1800,1400,02060011,SH20_87,Any2018-scaled
SH20 Rimu Rd/Mahunga Dr to Massey Rd SB,02020012,SH20 Rimu Rd Off Ramp to Walmsley Rd Off Ramp SB,Mainline,20,10,1.52,SB,3,5700,5265.583792,5516.330272,4547.619108,3530.767908,0,1900,1400,02040012,NA,Any2018-scaled
SH20 Rimu Rd On Ramp to Neilson St Off Ramp NB,02010013,SH20 Rimu Rd On Ramp to Neilson St Off Ramp NB,Mainline,20,10,2.85,NB,4,7200,6155.556396,6273.84676,5396.732476,4300.27428,0,1800,1400,02060011,SH20_87,Any2018-scaled
SH20 Neilson St On Ramp to Rimu Rd Off Ramp SB,02020013,SH20 Neilson St On Ramp to Rimu Rd Off Ramp SB,Mainline,20,10,3.03,SB,4,7200,6293.25,6617.6,5002.4,4521.6,0,1800,1400,02040014,NA,Website Mar-19
SH20 Neilson St to Hillsborough Rd NB,02010014,SH20 Neilson St Interchange NB,Mainline,20,10,3.6,NB,3,5700,5402.687532,5462.36012,4427.300892,3655.200962,0,1900,1400,02060014,SH20_90,Any2018-scaled
SH20 Neilson St to Rimu Rd/Mahunga Dr SB,02020014,SH20 Neilson St Interchange SB,Mainline,20,10,4.08,SB,3,5400,4927.626436,5247.659392,4277.842164,3396.377114,0,1800,1400,02040014,NA,Any2018-scaled
SH20 Neilson St On Ramp to Queenstown Rd Off Ramp NB,02010015,SH20 Neilson St On Ramp to Queenstown Rd Off Ramp NB,Mainline,20,10,4.19,NB,3,6600,6027.414604,6380.017492,5287.853864,4124.533588,0,2200,1400,02060014,SH20_90,Any2018-scaled
SH20 Queenstown Rd On Ramp to Neilson St Off Ramp SB,02020015,SH20 Queenstown Rd On Ramp to Neilson St Off Ramp SB,Mainline,20,10,4.57,SB,4,7200,6397.25,6395,4705,4336,0,1800,1400,02040016,NA,Website Mar-18
SH20 Queenstown Rd Off Ramp to Hillsborough Rd Off Ramp NB,02019015,SH20 Queenstown Rd Off Ramp to Hillsborough Rd Off Ramp NB,Mainline,20,10,5.15,NB,3,5400,5244.26562,4991.319952,4891.962408,3791.547662,0,1800,1400,02060015,SH20_92,Any2018-scaled
SH20 Hillsborough Rd On Ramp to Queenstown Rd On Ramp SB,02029015,SH20 Hillsborough Rd On Ramp to Queenstown Rd On Ramp SB,Mainline,20,10,5.24,SB,3,6000,5870.599516,5643.230244,5213.42558,3920.217667,0,2000,1400,02040016,NA,Any2018-scaled
SH20 Hillsborough Rd to Maioro St/Waterview NB,02010016,SH20 Hillsborough Rd Interchange NB,Mainline,20,10,6.1,NB,3,5400,4272.518656,4033.235084,4058.456052,3176.374432,0,1800,1400,02060016,SH20_136,Any2018-scaled
SH20 Hillsborough Rd to Neilson St SB,02020016,SH20 Hillsborough Rd Interchange SB,Mainline,20,10,6.1,SB,2,4600,4486.35306,4084.526492,4162.270176,3172.501901,0,2300,1400,02040016,NA,Any2018-scaled
SH20 Hillsborough Rd On Ramp to Dominion Rd Off Ramp NB,02010017,SH20 Hillsborough Rd On Ramp to Dominion Rd Off Ramp NB,Mainline,20,10,7.09,NB,3,5400,4959.702192,5106.002396,4717.612216,3621.960831,0,1800,1400,02060016,SH20_136,Any2018-scaled
SH20 Dominion Rd On Ramp to Hillsborough Rd Off Ramp SB,02020017,SH20 Dominion Rd On Ramp to Hillsborough Rd Off Ramp SB,Mainline,20,10,7.09,SB,3,5400,4916.210004,5335.15274,4714.6821,3606.891644,0,1800,1400,02040018,SH20_135,Any2018-scaled
SH20 Dominion Rd Interchange NB,02010018,SH20 Dominion Rd Interchange NB,Mainline,20,10,7.9,NB,3,5400,4090.11904,4655.738464,3889.894079,2985.48914,0,1800,1400,02060018,SH20_137,Any2018-scaled
SH20 Dominion Rd Interchange SB,02020018,SH20 Dominion Rd Interchange SB,Mainline,20,10,7.91,SB,3,5400,4244.281316,4835.906,3904.406079,2958.310195,0,1800,1400,02040018,SH20_135,Any2018-scaled
SH20 Dominion Rd On Ramp to Maioro St Off Ramp NB,02010019,SH20 Dominion Rd On Ramp to Maioro St Off Ramp NB,Mainline,20,10,8.7,NB,3,5400,4404.211052,4997.243272,4328.177992,3255.933773,0,1800,1400,02060018,SH20_137,Any2018-scaled
SH20 Maioro St On Ramp to Dominion Rd Off Ramp SB,02020019,SH20 Maioro St On Ramp to Dominion Rd Off Ramp SB,Mainline,20,10,8.72,SB,3,5400,4390.039404,4981.485692,4332.87044,3268.077372,0,1800,1400,02040020,SH20_138,Any2018-scaled
SH20 Waterview/Maioro St to Hillsborough Rd SB,02020020,SH20 Maioro St Interchange SB,Mainline,20,20,0.28,SB,2,3600,2661.803257,2861.999539,2404.855052,1776.721579,0,1800,1400,02040020,SH20_138,Any2018-scaled
SH20 Maioro St Interchange NB,02010020,SH20 Maioro St Interchange NB,Mainline,20,20,0.3,NB,3,5400,2636.353083,2754.957685,2476.147042,1947.221778,0,1800,1400,02060020,#N/A,Any2018-scaled
SH1 Puhoi to JHT SB,01N10383,SH1 Sth of Puhoi Rd SB,Mainline,1N,373,9.7,SB,1,1800,0,0,0,0,0,1800,1400,01N60383,#N/A,Website Year2014
SH1 Sth of Puhoi Rd NB,01N20383,SH1 Sth of Puhoi Rd NB,Mainline,1N,373,9.7,NB,1,1800,0,0,0,0,0,1800,1400,01N40390,#N/A,Website Year2014
SH1 JHT to Silverdale SB,01N10388,SH1 Northern Gateway Toll Road SB,Mainline,1N,373,15.87,SB,2,3600,638.9,666.75,749,1311.2,0,1800,1400,01N60383,#N/A,Website Year2014
SH1 JHT to Puhoi NB,01N20388,SH1 Northern Gateway Toll Road NB,Mainline,1N,373,15.87,NB,2,3600,905.5,1121.65,937,866.5,0,1800,1400,01N40390,#N/A,Website Year2014
SH1 Orewa Interchange NB,01N20390,SH1 Orewa Interchange NB,Mainline,1N,373,16.6,NB,2,3600,#N/A,#N/A,#N/A,#N/A,0,1800,1400,01N40390,#N/A,Website Year2014
SH1 Orewa Interchange SB,01N10390,SH1 Orewa Interchange SB,Mainline,1N,373,16.65,SB,2,3600,#N/A,#N/A,#N/A,#N/A,0,1800,1400,01N60390,#N/A,Website Year2014
SH1 Silverdale On Ramp to Orewa Off Ramp NB,01N20391,SH1 Silverdale On Ramp to Orewa Off Ramp NB,Mainline,1N,373,18.44,NB,2,3600,1547.854632,1895.471684,1609.615879,1197.135368,0,1800,1400,01N40398,SH1_61,Any2018-scaled
SH1 Orewa On Ramp to Silverdale Off Ramp SB,01N10391,SH1 Orewa On Ramp to Silverdale Off Ramp SB,Mainline,1N,373,18.47,SB,2,3600,0,0,0,0,0,1800,1400,01N60390,#N/A,Any2018-scaled
SH1 Millwater On Ramp to Silverdale Off Ramp SB,01N10393,SH1 Millwater On Ramp to Silverdale Off Ramp SB,Mainline,1N,373,19.7,SB,2,3600,769.7005,715.1571464,498.5353044,383.434271,0,1800,1400,01N60390,#N/A,Any2018-scaled
SH1 Millwater Off Ramp to Silverdale On Ramp NB,01N20393,SH1 Millwater Off Ramp to Silverdale On Ramp NB,Mainline,1N,373,19.7,NB,2,3600,2304.792026,2467.482487,1914.946744,1462.48319,0,1800,1400,01N40398,SH1_61,Any2018-scaled
SH1 Silverdale to Greville Rd SB,01N10398,SH1 Silverdale Interchange SB,Mainline,1N,398,0.13,SB,2,3600,1704,1597.6,1311.2,1625,0,1800,1400,01N60398,SH1_63,Continuous Mar-19
SH1 Silverdale to JHT NB,01N20398,SH1 Silverdale Interchange NB,Mainline,1N,398,0.13,NB,2,3600,1732.724268,1921.907576,1636.831034,1209.355569,0,1800,1400,01N40398,SH1_61,Any2018-scaled
