Ref,SH,Plan Number,Detour Distance (km),Detour Speed (km/hr),Normal Distance ,Normal Speed ,Urban Road Class,Minimum # lane for Urban Road,Rural Road Directional Split,Rural Road Roadway Width,Terrain Type,% of Heavy Vehicle,Other Manual Capacity Input?,Detour Travel Time (min/veh),Normal Travel Time (min/veh),Rural Road Directional Adjustement,Rural Road Roadway Width Adjustement,Rural Road % Heavy Vehicle Adjustement,Urban Road Capacity,Rural Road Capacity,Detour Capacity (veh/hr),Detour Delay (min/veh),,,(for Input tab),,(From detour),,,
SH1S_R26D,SH1S,R26D,7.1,100,1,60,,,,,,,1400,4.26,1,-,-,-,-,-,1400,3.26,http://g.co/maps/rq35e,1 lane @ Te Irirangi Interchange,1060446.71,01N60446,"Jasmine Lau:
East Tamaki Rd Off-Ramp SBD",,,
SH1S_R26A-1,SH1S,R26A-1,3.9,90,0.26,105,,,,,,,1400,2.6,0.148571429,-,-,-,-,-,1400,2.451428571,http://g.co/maps/2pttc,1 lane on-Ramp,1050443.93,01N50443,"Jasmine Lau:
East Tamaki Rd On-Ramp SBD: WB traffic",,,
SH1S_R26A-2,SH1S,R26A-2,4,75,0.26,105,,,,,,,1400,3.2,0.148571429,-,-,-,-,-,1400,3.051428571,http://g.co/maps/yy9rz,1 lane along Great South Road,1030442.8,01N30442,"Jasmine Lau:
East Tamaki Rd On-Ramp SBD: EB traffic",,,
SH1S_R26B,SH1S,R26B,4.1,100,1,60,,,,,,,1400,2.46,1,-,-,-,-,-,1400,1.46,http://g.co/maps/fnsrw,1 lane @ Highbrook Interchange,1040442.84,01N40442,"Jasmine Lau:
East Tamaki Rd Off-Ramp NBD",,,
SH1S_R26C-1,SH1S,R26C-1,3.1,50,2.3,105,Class I,1,,,,,,3.72,1.314285714,-,-,-,1200,-,1200,2.405714286,http://g.co/maps/s2egf,1 lane along Bairds Road,1050442.36,01N50442,"Jasmine Lau:
East Tamaki Rd On-Ramp NBD: EB traffic",,,
SH1S_R26C-2,SH1S,R26C-2,4.2,50,2.3,105,Class I,1,,,,,,5.04,1.314285714,-,-,-,1200,-,1200,3.725714286,http://g.co/maps/b6xdg,1 lane along Great South Road,1050442.36,01N50442,"Jasmine Lau:
East Tamaki Rd On-Ramp NBD: WB traffic",,,
SH1S_R27D,SH1S,R27D,3,60,1,60,Class I,1,,,,,,3,1,-,-,-,1200,-,1200,2,http://g.co/maps/b3tyy,1 lane along Great South Road,1060447.5,01N60447,"Jasmine Lau:
Te Irirangi Drive Off-Ramp SBD",,,
SH1S_R27C-1,SH1S,R27C-1,2.7,60,1,60,Class I,1,,,,,,2.7,1,-,-,-,1200,-,1200,1.7,http://g.co/maps/sh338,1 lane along Great South Road,1050447.65,01N50447,"Jasmine Lau:
Te Irirangi Drive On-Ramp NBD: EB traffic",,,
SH1S_R27C-2,SH1S,R27C-2,2.9,50,0.29,50,Class I,1,,,,,,3.48,0.348,-,-,-,1200,-,1200,3.132,http://g.co/maps/65xxy,1 lane along Diorella Dr,1050447.65,01N50447,"Jasmine Lau:
Te Irirangi Drive On-Ramp NBD: WB traffic",,,
SH1S_R28D,SH1S,R28D,3.8,60,1,60,Class I,1,,,,,,3.8,1,-,-,-,1200,-,1200,2.8,http://g.co/maps/4dggj,SH1 to Redoubt SBD off Ramp - 1 lane  on Wiri Station overbridge,20060000.7,02060000,"Jasmine Lau:
Redoubt Rd Off-Ramp SBD",,,
SH1S_R28A-1,SH1S,R28A-1,3.8,80,1,80,,,,,,,1400,2.85,0.75,-,-,-,-,-,1400,2.1,http://g.co/maps/t924c,Redoubt to SH1 SBD on Ramp - error on Google Map - 1 lane Ramps at Lambie Interchange,20060000.7,02060000,"Jasmine Lau:
Redoubt Rd On-Ramp SBD: WB traffic to SH1",,,
SH1S_R28A-2,SH1S,R28A-2,2,50,2.1,80,Class I,1,,,,,,2.4,1.575,-,-,-,1200,-,1200,0.825,http://g.co/maps/zp9pk,Redoubt to SH20 on Ramp - 1 lane  on Wiri Station overbridge,20030001.28,02030001,"Jasmine Lau:
Redoubt Rd On-Ramp SBD: WB traffic to SH20",,,
SH1S_R28A-3,SH1S,R28A-3,5.1,80,0.5,80,,,,,,,1400,3.825,0.375,-,-,-,-,-,1400,3.45,http://g.co/maps/myrav,1 lane on-Ramp,20050001.06,02050001,"Jasmine Lau:
Redoubt Rd On-Ramp SBD: EB traffic to SH1",,,
SH1S_R28A-4,SH1S,R28A-4,3.9,50,1.9,80,Class I,1,,,,,,4.68,1.425,-,-,-,1200,-,1200,3.255,http://g.co/maps/3ans6,1 lane along Diorella Dr,20030001.28,02030001,"Jasmine Lau:
Redoubt Rd On-Ramp SBD: EB traffic to SH20",,,
SH1S_R28B,SH1S,R28B,3,60,1,60,Class I,1,,,,,,3,1,-,-,-,1200,-,1200,2,http://g.co/maps/axhne,SH1 to GSR NBC off Ramp - 1 lane on Wiri Station overbridge,20060000.7,02060000,"Jasmine Lau:
Great South Rd (Manukau) Off-Ramp NBD",,,
SH1S_R28B1,SH1S,R28B1,9.8,100,1.1,100,,,,,,,1400,5.88,0.66,-,-,-,-,-,1400,5.22,http://g.co/maps/9zwt7,1 lane @ East Tamaki Interchange,1040443.98,01N40443,"Yi-Min Huang:
GSR / SH20 Off NB",,,
SH1S_R28C-1,SH1S,R28C-1,2.1,50,1.8,80,Class I,1,,,,,,2.52,1.35,-,-,-,1200,-,1200,1.17,http://g.co/maps/hxsv4,Redoubt to SH1 NBD on Ramp -  lane along Great South Road,1050446.84,01N50446,"Jasmine Lau:
Redoubt Rd On-Ramp NBD: WB traffic",,,
SH1S_R28C-2,SH1S,R28C-2,2.1,50,1.1,80,Class I,1,,,,,,2.52,0.825,-,-,-,1200,-,1200,1.695,http://g.co/maps/7cb3r,1 lane along Diorella Dr,1050446.84,01N50446,"Jasmine Lau:
Redoubt Rd On-Ramp NBD: EB traffic",,,
SH1S_R29D,SH1S,R29D,2.6,40,2.5,80,Class I,1,,,,,,3.9,1.875,-,-,-,1200,-,1200,2.025,http://g.co/maps/cun53,SH1 to SH20 SBD - 1 lane on Wiri Station overbridge,1060447.5,01N60447,"Jasmine Lau:
SH1 to SH20 Link SBD: SH1 to SH20 traffic",,,
SH1S_R29D1,SH1S,R29D1,2.5,50,1.1,80,Class I,1,,,,,,3,0.825,-,-,-,1200,-,1200,2.175,http://g.co/maps/ff3wh,1 RT to SH20 SBD on,1048448.93,01N48448,"Yi-Min Huang:
SH20 Off NB",,,
SH1S_R30D,SH1S,R30D,5.6,50,1,60,Class I,1,,,,,,6.72,1,-,-,-,1200,-,1200,5.72,http://g.co/maps/vdxqr,Hill Road SBD off Ramp - 1 lane along Great South Road,1060453.45,01N60453,"Jasmine Lau:
Hill Rd Off-Ramp SBD",,,
SH1S_R30C-1,SH1S,R30C-1,4.3,40,3.5,105,Class I,1,,,,,,6.45,2,-,-,-,1200,-,1200,4.45,http://g.co/maps/z9p4n,Hill Road NBD on Ramp -  1 lane along Great South Road,1050447.65,01N50447,"Jasmine Lau:
Hill Rd On-Ramp NBD: NB Traffic",,,
SH1S_R30C-2,SH1S,R30C-2,5.4,40,3.5,105,Class I,1,,,,,,8.1,2,-,-,-,1200,-,1200,6.1,http://g.co/maps/ku4an,Hill Road NBD on Ramp -  1 lane along Great South Road,1050447.65,01N50447,"Jasmine Lau:
Hill Rd On-Ramp NBD: SB Traffic",,,
SH1S_R31D,SH1S,R31D,10.8,100,1,60,,,,,,,1400,6.48,1,-,-,-,-,-,1400,5.48,http://g.co/maps/k5nzq,Takanini SBD off Ramp -  1 lane @ Papakura Intechange,1060457.78,01N60457,"Jasmine Lau:
Great South Rd (Takanini) Off-Ramp SBD",,,
SH1S_R31A-1,SH1S,R31A-1,8.2,40,5,105,Class I,1,,,,,,12.3,2.857142857,-,-,-,1200,-,1200,9.442857143,http://g.co/maps/rybb3,Takanini SBD on Ramp -  1 lane along Great South Road,1030457.98,01N30457,"Jasmine Lau:
Great South Rd (Takanini) On-Ramp SBD: WB traffic",,,
SH1S_R31A-2,SH1S,R31A-2,6.5,50,4.4,105,Class I,1,,,,,,7.8,2.514285714,-,-,-,1200,-,1200,5.285714286,http://g.co/maps/c3s84,Takanini SBD on Ramp -  1 lane along Great South Road,1030457.98,01N30457,"Jasmine Lau:
Great South Rd (Takanini) On-Ramp SBD: EB traffic",,,
SH1S_R31B,SH1S,R31B,12.8,100,1,60,,,,,,,1400,7.68,1,-,-,-,-,-,1400,6.68,http://g.co/maps/dsy5y,Takanini NBD off Ramp -  1 lane @ Redoubt Interchange,1048448.93,01N48448,"Jasmine Lau:
Great South Rd (Takanini) Off-Ramp NBD",,,
SH1S_R31C-1,SH1S,R31C-1,3.5,40,3.2,105,Class I,1,,,,,,5.25,1.828571429,-,-,-,1200,-,1200,3.421428571,http://goo.gl/maps/P28ir,Takanini NBD on Ramp -  1 lane along Great South Road,1050450.83,01N50450,"Jasmine Lau:
Great South Rd (Takanini) On-Ramp NBD",,,
SH1S_R31C-2,SH1S,R31C-2,6.5,40,3.2,105,Class I,1,,,,,,9.75,1.828571429,-,-,-,1200,-,1200,7.921428571,http://goo.gl/maps/3HcQb,Takanini NBD on Ramp -  1 lane along Great South Road,1050450.83,01N50450,"Jasmine Lau:
Great South Rd (Takanini) On-Ramp SBD",,,
SH1S_R32D,SH1S,R32D,9.3,100,1,60,,,,,,,1400,5.58,1,-,-,-,-,-,1400,4.58,http://g.co/maps/rg5xx,Papakura SBD off Ramp - 1 lane @ Drury Interchange,1060461.88,01N60461,"Jasmine Lau:
Papakura Off-Ramp SBD",,,
SH1S_R32A,SH1S,R32A,7.7,40,5.1,105,Class I,1,,,,,,11.55,2.914285714,-,-,-,1200,-,1200,8.635714286,http://g.co/maps/7v3n8,Papakura SBD on Ramp - 1 lane along Great South Road,1030461.17,01N30461,"Jasmine Lau:
Papakura On-Ramp SBD: Same route for both directions traffic",,,
SH1S_R32B,SH1S,R32B,10.1,100,1,60,,,,,,,1400,6.06,1,-,-,-,-,-,1400,5.06,http://g.co/maps/xvgu5,Papakura NBD off Ramp - 1 lane @ Takanini Interchange,1040453.89,01N40453,"Jasmine Lau:
Papakura Off-Ramp NBD",,,
SH1S_R32C,SH1S,R32C,8.5,40,5.2,105,Class I,1,,,,,,12.75,2.971428571,-,-,-,1200,-,1200,9.778571429,http://goo.gl/maps/qvljT,Papakura NBD on Ramp - 1 lane along Great South Road,1050453.67,01N50453,"Jasmine Lau:
Papakura On-Ramp NBD: Same route for both directions traffic",,,
SH1S_R33D,SH1S,R33D,10.2,100,1,60,,,,,,,1400,6.12,1,-,-,-,-,-,1400,5.12,http://g.co/maps/zj623,Drury SBD off Ramp - 1 lane @ Ramarama Interchange,1060465.38,01N60465,"Jasmine Lau:
Drury Off-Ramp SBD",,,
SH1S_R33A-1,SH1S,R33A-1,6.4,90,5.3,105,,,90/10,=> 8 metres,level,0.01,,4.266666667,3.028571429,0.77,1,0.988142292,-,1917.391304,1917.391304,1.238095238,http://g.co/maps/8z5ek,Drury SBD on Ramp ,1030465.88,01N30465,"Jasmine Lau:
Drury On-Ramp SBD: WB traffic",,,
SH1S_R33A-2,SH1S,R33A-2,7.5,90,5.3,105,,,90/10,=> 8 metres,level,0.01,,5,3.028571429,0.77,1,0.988142292,-,1917.391304,1917.391304,1.971428571,http://g.co/maps/zncjf,Drury SBD on Ramp ,1030465.88,01N30465,"Jasmine Lau:
Drury On-Ramp SBD: EB traffic",,,
SH1S_R33B,SH1S,R33B,10,100,1,60,,,,,,,1400,6,1,-,-,-,-,-,1400,5,http://g.co/maps/et9vn,Drury NBD off Ramp - 1 lane @ Papakura Interchange,1040458.31,01N40458,"Jasmine Lau:
Drury Off-Ramp NBD",,,
SH1S_R33C-1,SH1S,R33C-1,6.7,40,4.7,105,Class I,1,,,,,,10.05,2.685714286,-,-,-,1200,-,1200,7.364285714,http://g.co/maps/u2ktg,Drury NBD on Ramp - 1 lane along Great South Road,1050458.12,01N50458,"Jasmine Lau:
Drury On-Ramp NBD: EB traffic",,,
SH1S_R33C-2,SH1S,R33C-2,7.1,40,4.7,105,Class I,1,,,,,,10.65,2.685714286,-,-,-,1200,-,1200,7.964285714,http://g.co/maps/rb8j9,Drury NBD on Ramp - 1 lane along Great South Road,1050458.12,01N50458,"Jasmine Lau:
Drury On-Ramp NBD: WB traffic",,,
SH1S_R34D,SH1S,R34D,12.7,100,1,60,,,,,,,1400,7.62,1,-,-,-,-,-,1400,6.62,http://g.co/maps/bjmqr,Ramarama SBD off Ramp - 1 lane @ Mill Road Interchange,1060471.23,01N60471,"Jasmine Lau:
Ararimu Rd (Ramarama) Off-Ramp SBD",,,
SH1S_R34A-1,SH1S,R34A-1,8.4,90,7,105,,,90/10,=> 8 metres,level,0.01,,5.6,4,0.77,1,0.988142292,-,1917.391304,1917.391304,1.6,http://g.co/maps/hkhav,Ramarama SBD on Ramp,1030472.03,01N30472,"Jasmine Lau:
Ararimu Rd (Ramarama) On-Ramp SBD: WB traffic",,,
SH1S_R34A-2,SH1S,R34A-2,8.1,90,,105,,,90/10,6 metres,level,0.01,,5.4,0,0.77,0.82,0.988142292,-,1572.26087,1572.26087,5.4,http://g.co/maps/es2wm,Ramarama SBD on Ramp,1030472.03,01N30472,"Jasmine Lau:
Ararimu Rd (Ramarama) On-Ramp SBD: EB traffic",,,
SH1S_R34B,SH1S,R34B,10.2,100,1,60,,,,,,,1400,6.12,1,-,-,-,-,-,1400,5.12,http://g.co/maps/etgwa,Ramarama NBD off Ramp - 1 lane @ Drury Interchange,1040461.33,01N40461,"Jasmine Lau:
Ararimu Rd (Ramarama) Off-Ramp NBD",,,
SH1S_R34C-1,SH1S,R34C-1,7.8,90,5.3,105,,,90/10,=> 8 metres,level,0.01,,5.2,3.028571429,0.77,1,0.988142292,-,1917.391304,1917.391304,2.171428571,http://g.co/maps/npwf4,Ramarama NBD on Ramp,1050461.97,01N50461,"Jasmine Lau:
Ararimu Rd (Ramarama) On-Ramp NBD: EB traffic",,,
SH1S_R34C-2,SH1S,R34C-2,5.8,90,4.9,105,,,90/10,=> 8 metres,level,0.01,,3.866666667,2.8,0.77,1,0.988142292,-,1917.391304,1917.391304,1.066666667,http://g.co/maps/dbvss,Ramarama NBD on Ramp,1050461.97,01N50461,"Jasmine Lau:
Ararimu Rd (Ramarama) On-Ramp NBD: WB traffic",,,
SH1S_R35D,SH1S,R35D,5.6,90,1.1,90,,,90/10,6 metres,level,0.01,,3.733333333,0.733333333,0.77,0.82,0.988142292,-,1572.26087,1572.26087,3,http://g.co/maps/wt8w6,Mill SBD off Ramp,1060473.13,01N60473,"Jasmine Lau:
Mill Rd Off-Ramp SBD",,,
SH1S_R35A,SH1S,R35A,3.5,90,2,105,,,90/10,6 metres,level,0.01,,2.333333333,1.142857143,0.77,0.82,0.988142292,-,1572.26087,1572.26087,1.19047619,http://g.co/maps/b7vzz,Mill SBD on Ramp,1030473.28,01N30473,"Jasmine Lau:
Mill Rd On-Ramp SBD: Same route for both directions traffic",,,
SH1S_R35B,SH1S,R35B,12.4,100,1,60,,,,,,,1400,7.44,1,-,-,-,-,-,1400,6.44,http://g.co/maps/b3hdm,Mill NBD off Ramp - 1 lane @ Ramarama Interchange,1040465.88,01N40465,"Jasmine Lau:
Mill Rd Off-Ramp NBD",,,
SH1S_R35C-1,SH1S,R35C-1,8.3,90,6.8,105,,,90/10,=> 8 metres,level,0.01,,5.533333333,3.885714286,0.77,1,0.988142292,-,1917.391304,1917.391304,1.647619048,http://g.co/maps/rmsm5,Mill NBD on Ramp,1050465.33,01N50465,"Jasmine Lau:
Mill Rd On-Ramp NBD: EB traffic",,,
SH1S_R35C-2,SH1S,R35C-2,12.7,90,6.1,105,,,90/10,=> 8 metres,level,0.01,,8.466666667,3.485714286,0.77,1,0.988142292,-,1917.391304,1917.391304,4.980952381,http://g.co/maps/ke5xr,Mill NBD on Ramp,1050465.33,01N50465,"Jasmine Lau:
Mill Rd On-Ramp NBD: WB traffic",,,
SH1S_R36D,SH1S,R36D,3.9,90,1,90,,,90/10,6 metres,level,0.01,,2.6,0.666666667,0.77,0.82,0.988142292,-,1572.26087,1572.26087,1.933333333,http://g.co/maps/a5bvr,Beaver SBD off Ramp,1060474.29,01N60474,"Jasmine Lau:
Beaver Rd Off-Ramp SBD",,,
SH1S_R36A,SH1S,R36A,2.2,80,2.4,105,,,90/10,6 metres,level,0.01,,1.65,1.371428571,0.77,0.82,0.988142292,-,1572.26087,1572.26087,0.278571429,http://g.co/maps/kpt49,Beaver SBD on Ramp,1030474.62,01N30474,"Jasmine Lau:
Beaver Rd On-Ramp SBD: Same route for both directions traffic",,,
SH1S_R36B,SH1S,R36B,8,90,1.8,90,,,90/10,6 metres,level,0.01,,5.333333333,1.2,0.77,0.82,0.988142292,-,1572.26087,1572.26087,4.133333333,http://g.co/maps/wf88y,Beaver NBD off Ramp,1040471.9,01N40471,"Jasmine Lau:
Beaver Rd Off-Ramp NBD",,,
SH1S_R36C,SH1S,R36C,5.2,90,5.6,100,,,90/10,6 metres,level,0.01,,3.466666667,3.36,0.77,0.82,0.988142292,-,1572.26087,1572.26087,0.106666667,http://g.co/maps/wn4jd,Beaver NBD on Ramp,1050471.23,01N50471,"Jasmine Lau:
Beaver Rd On-Ramp NBD: Same route for both directions traffic",,,
SH1S_R37D,SH1S,R37D,4.9,80,1,60,,,,,,,1400,3.675,1,-,-,-,-,-,1400,2.675,http://goo.gl/maps/fVcl8,Ridge SBD off Ramp - 1 lane @ Razorback Interchange,1060474.29,01N60474,"Jasmine Lau:
Ridge Rd Off-Ramp SBD",,,
SH1S_R37A-1,SH1S,R37A-1,10.9,90,4.5,105,,,90/10,6 metres,level,0.01,,7.266666667,2.571428571,0.77,0.82,0.988142292,-,1572.26087,1572.26087,4.695238095,http://g.co/maps/jhxma,Ridge SBD on Ramp,NONE,FALSENONE,"Jasmine Lau:
Ridge Rd On-Ramp SBD",,,
SH1S_R37A-2,SH1S,R37A-2,5.9,90,4.5,105,,,90/10,7 metres,level,0.01,,3.933333333,2.571428571,0.77,0.91,0.988142292,-,1744.826087,1744.826087,1.361904762,http://g.co/maps/pkc6m,Ridge SBD on Ramp,NONE,FALSENONE,"Jasmine Lau:
Ridge Rd On-Ramp SBD",,,
SH1S_R37B,SH1S,R37B,7.4,100,1,60,,,,,,,1400,4.44,1,-,-,-,-,-,1400,3.44,http://g.co/maps/rh52a,Ridge NBD off Ramp - 1 lane @ Mill Interchange,1040471.9,01N40471,"Jasmine Lau:
Ridge Rd Off-Ramp NBD",,,
SH1S_R37C-1,SH1S,R37C-1,5.5,90,4,105,,,90/10,6 metres,level,0.01,,3.666666667,2.285714286,0.77,0.82,0.988142292,-,1572.26087,1572.26087,1.380952381,http://g.co/maps/9r4bn,Ridge NBD on Ramp,1050471.23,01N50471,"Jasmine Lau:
Ridge Rd On-Ramp NBD: EB traffic",,,
SH1S_R37C-2,SH1S,R37C-2,3.9,90,0.3,105,,,,,,,1400,2.6,0.171428571,-,-,-,-,-,1400,2.428571429,http://g.co/maps/agh9v,Ridge NBD on Ramp,1060476,01N60476,"Jasmine Lau:
Ridge Rd On-Ramp NBD: WB traffic",,,
SH1S_R38D,SH1S,R38D,6.3,100,1,60,,,90/10,6 metres,level,0.01,,3.78,1,0.77,0.82,0.988142292,-,1572.26087,1572.26087,2.78,http://g.co/maps/4csth,Razorback SBD off Ramp,NONE,FALSENONE,"Jasmine Lau:
Razorback Rd Off-Ramp SBD",,,
SH1S_R38C-1,SH1S,R38C-1,3.5,100,2.4,100,,,90/10,6 metres,level,0.01,,2.1,1.44,0.77,0.82,0.988142292,-,1572.26087,1572.26087,0.66,http://g.co/maps/jvkky,Razorback NBD on Ramp,1050474.28,01N50474,"Jasmine Lau:
Razorback Rd On-Ramp NBD: EB traffic",,,
SH1S_R38C-2,SH1S,R38C-2,7.5,100,2,100,,,,,,,1400,4.5,1.2,-,-,-,-,-,1400,3.3,http://g.co/maps/v5xk6,Razorback NBD on Ramp,NONE,FALSENONE,"Jasmine Lau:
Razorback Rd On-Ramp NBD: WB traffic",,,
SH1S_R39D,SH1S,R39D,3.6,100,2,100,,,,,,,1400,2.16,1.2,-,-,-,-,-,1400,0.96,http://goo.gl/maps/xvOfZ,SH1N to SH2 - 1 lane @ GSR interchange,NONE,FALSENONE,"Jasmine Lau:
SH1 to SH2 SBD",,,
SH1S_R39A,SH1S,R39A,5.8,100,1,80,,,,,,,1400,3.48,0.75,-,-,-,-,-,1400,2.73,http://g.co/maps/nmqmr,SH2 to SH1S - 1 lane @ Ridge Interchange,1040474.81,01N40474,"Jasmine Lau:
SH2 to SH1 SBD",,,
SH1S_R39B,SH1S,R39B,5.7,100,1,80,,,,,,,1400,3.42,0.75,-,-,-,-,-,1400,2.67,http://g.co/maps/xydbb,SH1S to SH2 - 1 lane @ Ridge Interchange,1040474.81,01N40474,"Jasmine Lau:
SH1 to SH2 NBD",,,
SH1S_R39C,SH1S,R39C,3.7,100,1,80,,,,,,,1400,2.22,0.75,-,-,-,-,-,1400,1.47,http://g.co/maps/mfcy5,SH2 to SH1N - 1 lane @ GSR Interchange,NONE,FALSENONE,"Jasmine Lau:
SH2 to SH1 NBD",,,
SH1S_R40B,SH1S,R40B,6,100,0.85,60,,,,,,,1400,3.6,0.85,-,-,-,-,-,1400,2.75,http://g.co/maps/an52x,1 lane @ Khyber Pass IC,1040428.96,01N40428,"Yi-Min Huang:
Market Off NB",,,
SH1S_R40D,SH1S,R40D,3.3,60,0.8,60,,,,,,,1400,3.3,0.8,-,-,-,-,-,1400,2.5,http://g.co/maps/3sxwp,1 RT at Greenlane IC,1060432.86,01N60432,"Yi-Min Huang:
Market Off SB",,,
SH16E_R1C,SH16E,R1C,3.2,50,0.27,50,Class I,1,,,,,,3.84,0.324,-,-,-,1200,-,1200,3.516,http://g.co/maps/b34ts,1 LT to Don Buck Rd and Royal Rd,16050015.29,01650015,"Jasmine Lau:
Hobsonville Rd On-Ramp",,,
SH16W_R1D,SH16W,R1D,6.9,60,0.2,50,,,,,,,1400,6.9,0.24,-,-,-,-,-,1400,6.66,http://g.co/maps/6qejv,1 lane on Fred Taylor Dr,NONE,FALSENONE,"Jasmine Lau:
Hobsonville Rd Off-Ramp",,,
SH16E_R2C1,SH16E,R2C1,3.7,50,2.5,100,Class I,1,,,,,,4.44,1.5,-,-,-,1200,-,1200,2.94,http://g.co/maps/4za6x,1 lane along Makora Rd - Triangle Rd,16050013.08,01650013,"Jasmine Lau:
Royal Rd On-Ramp - WB Traffic",,,
SH16E_R2C2,SH16E,R2C2,4.4,75,0.25,75,Class I,1,,,,,,3.52,0.2,-,-,-,1200,-,1200,3.32,http://g.co/maps/7zxkp,1 lane LT from Royal Road to Moire Road,16050016.55,01650016,"Jasmine Lau:
Royal Rd On-Ramp - EB Traffic",,,
SH16W_R2D,SH16W,R2D,4.7,65,0.29,50,Class I,1,,,,,,4.338461538,0.348,-,-,-,1200,-,1200,3.990461538,http://g.co/maps/bn3gc,1 LT lane to Don Buck Rd and Royal Rd,16069016.57,01669016,"Jasmine Lau:
Royal Rd Off-Ramp",,,
SH16W_R3A,SH16W,R3A,5,95,0.35,50,,,,,,,1400,3.157894737,0.42,-,-,-,-,-,1400,2.737894737,http://g.co/maps/27abw,1 lane off-Ramp and 1 lane on-Ramp,16040011.41,01640011,"Jasmine Lau:
Lincoln On-Ramp",,,
SH16E_R3B,SH16E,R3B,4.4,95,0.45,50,,,,,,,1400,2.778947368,0.54,-,-,-,-,-,1400,2.238947368,http://g.co/maps/q2reh,1 lane off-Ramp and on-Ramp,16040011.41,01640011,"Jasmine Lau:
Lincoln Rd Off-Ramp",,,
SH16E_R3C,SH16E,R3C,5.2,100,0.4,100,,,,,,,1400,3.12,0.24,-,-,-,-,-,1400,2.88,http://g.co/maps/h4qhm,1 lane off-Ramp and on-Ramp,16060015.31,01660015,"Jasmine Lau:
Lincoln Rd On-Ramp - for both dir traffic - EB traffic need to make a u-turn at Selwood/The Concourse",,,
SH16W_R3D,SH16W,R3D,5.5,95,0.3,50,,,,,,,1400,3.473684211,0.36,-,-,-,-,-,1400,3.113684211,http://g.co/maps/xsk3f,1 lane off-Ramp and 1 lane on-Ramp,16060015.31,01660015,"Jasmine Lau:
Lincoln Off-Ramp",,,
SH16W_R4A1,SH16W,R4A1,6.6,50,2.3,100,Class I,1,,,,,,7.92,1.38,-,-,-,1200,-,1200,6.54,http://goo.gl/maps/ayiYz,1 circulating RAB lane,16030013.42,01630013,"Jasmine Lau:
Te Atatu On-Ramp - NB Traffic",,,
SH16W_R4A2,SH16W,R4A2,4.4,50,2.3,100,Class I,1,,,,,,5.28,1.38,-,-,-,1200,-,1200,3.9,http://g.co/maps/nbj76,"1 RT to School Rd, 1 lane on-Ramp",16030013.42,01630013,"Jasmine Lau:
Te Atatu On-Ramp - SB Traffic",,,
SH16E_R4B,SH16E,R4B,5.3,85,0.4,50,,,,,,,1400,3.741176471,0.48,-,-,-,-,-,1400,3.261176471,http://g.co/maps/vsebs,1 lane off-Ramp and on-Ramp + 1 circulating lane RAB,16040009.91,01640009,"Jasmine Lau:
Te Atatu Off-Ramp",,,
SH16E_R4C1,SH16E,R4C1,1.9,50,0.5,75,Class I,1,,,,,,2.28,0.4,-,-,-,1200,-,1200,1.88,http://g.co/maps/cmebj,1 circulating RAB lane,16059011.03,01659011,"Jasmine Lau:
Te Atatu Sth On-Ramp ",,,
SH16E_R4C2,SH16E,R4C2,2.7,50,0.35,50,Class I,1,,,,,,3.24,0.42,-,-,-,1200,-,1200,2.82,http://g.co/maps/mg86m,2 lanes on Te Atatu Rd but 1 circulating lane ard the RAB and 1 lane on-Ramp,16050011.31,01650011,"Jasmine Lau:
Te Atatu Peninsula On-Ramp",,,
SH16W_R4D,SH16W,R4D,4.9,95,0.22,50,,,,,,,1400,3.094736842,0.264,-,-,-,-,-,1400,2.830736842,http://g.co/maps/t9ga6,1 lane off-Ramp and 1 lane on-Ramp,16060013.02,01660013,"Jasmine Lau:
Te Atatu Off-Ramp",,,
SH16W_R5A,SH16W,R5A,7.4,90,1.1,50,,,,,,,1400,4.933333333,1.32,-,-,-,-,-,1400,3.613333333,http://g.co/maps/9df93,1 lane off-Ramp and on-Ramp,16040008.93,01640008,"Jasmine Lau:
Patiki on-ramp",,,
SH16E_R5B,SH16E,R5B,7.6,90,1.3,50,,,,,,,1800,5.066666667,1.56,-,-,-,-,-,1800,3.506666667,http://g.co/maps/66ym9,1 lane off-Ramp but 2 RT to on-Ramp,16040008.93,01640008,"Jasmine Lau:
Patiki Off-Ramp",,,
SH16E_R5C,SH16E,R5C,6.9,50,2.4,100,Class I,1,,,,,,8.28,1.44,-,-,-,1200,-,1200,6.84,http://g.co/maps/ju69a,1 LT to GNR but 2 lanes on GNR and 2 lanes on-Ramp,16050008.36,01650008,"Jasmine Lau:
Rosebank On-Ramp",,,
SH16W_R5D,SH16W,R5D,5.7,85,0.8,50,,,,,,,1400,4.023529412,0.96,-,-,-,-,-,1400,3.063529412,http://g.co/maps/c9fxz,1 lane on-Ramp,16060011.01,01660011,"Jasmine Lau:
Rosebank Off-Ramp",,,
SH16W_R6A1,SH16W,R6A1,6.3,90,0.85,50,,,,,,,1400,4.2,1.02,-,-,-,-,-,1400,3.18,http://g.co/maps/rv6us,1 lane off-Ramp and on-Ramp,16040006.21,01640006,"Jasmine Lau:
GNR On-Ramp - NB traffic",,,
SH16W_R6A2,SH16W,R6A2,7.1,50,3.8,100,Class I,1,,,,,,8.52,2.28,-,-,-,1200,-,1200,6.24,http://g.co/maps/wdvfc,1 RT to Rosebank Rd,16030009.68,01630009,"Jasmine Lau:
GNR On-Ramp - SB traffic",,,
